,id,name,category,proteins,p_value,fdr_rate
1489,GO:0051272,Positive regulation of cellular component movement,Biological Process (Gene Ontology),"['10090.ENSMUSP00000066068', '10090.ENSMUSP00000004774', '10090.ENSMUSP00000071770', '10090.ENSMUSP00000084846', '10090.ENSMUSP00000055862', '10090.ENSMUSP00000000544', '10090.ENSMUSP00000071486', '10090.ENSMUSP00000028836', '10090.ENSMUSP00000108455', '10090.ENSMUSP00000026495', '10090.ENSMUSP00000015596', '10090.ENSMUSP00000106353', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000000329', '10090.ENSMUSP00000088453', '10090.ENSMUSP00000035829', '10090.ENSMUSP00000048218', '10090.ENSMUSP00000129584', '10090.ENSMUSP00000058840', '10090.ENSMUSP00000042207', '10090.ENSMUSP00000055293', '10090.ENSMUSP00000030280', '10090.ENSMUSP00000069114', '10090.ENSMUSP00000029694', '10090.ENSMUSP00000013220', '10090.ENSMUSP00000063839', '10090.ENSMUSP00000042215', '10090.ENSMUSP00000113388', '10090.ENSMUSP00000023610', '10090.ENSMUSP00000018644', '10090.ENSMUSP00000009143', '10090.ENSMUSP00000028955', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000084701', '10090.ENSMUSP00000005406', '10090.ENSMUSP00000026459', '10090.ENSMUSP00000022921', '10090.ENSMUSP00000097743', '10090.ENSMUSP00000023151', '10090.ENSMUSP00000025561', '10090.ENSMUSP00000099394', '10090.ENSMUSP00000106789', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000025257', '10090.ENSMUSP00000067953', '10090.ENSMUSP00000137503', '10090.ENSMUSP00000006467', '10090.ENSMUSP00000073720', '10090.ENSMUSP00000036203', '10090.ENSMUSP00000078337', '10090.ENSMUSP00000045335', '10090.ENSMUSP00000044725', '10090.ENSMUSP00000101684', '10090.ENSMUSP00000108371']",4.171174380985596e-05,0.0007284485895117187
1490,path:mmu00982,Drug metabolism - cytochrome P450,KEGG,"['10090.ENSMUSP00000136334', '10090.ENSMUSP00000048929', '10090.ENSMUSP00000110006', '10090.ENSMUSP00000013458', '10090.ENSMUSP00000001027', '10090.ENSMUSP00000056276', '10090.ENSMUSP00000005964', '10090.ENSMUSP00000019246', '10090.ENSMUSP00000087633', '10090.ENSMUSP00000140159', '10090.ENSMUSP00000115356', '10090.ENSMUSP00000004232', '10090.ENSMUSP00000049391']",4.169764999813099e-05,0.0007284485895117187
1491,path:mmu04919,Thyroid hormone signaling pathway,KEGG,"['10090.ENSMUSP00000027863', '10090.ENSMUSP00000083077', '10090.ENSMUSP00000032974', '10090.ENSMUSP00000021142', '10090.ENSMUSP00000039657', '10090.ENSMUSP00000025910', '10090.ENSMUSP00000098066', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000106789', '10090.ENSMUSP00000031423', '10090.ENSMUSP00000047353', '10090.ENSMUSP00000099922', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000106874', '10090.ENSMUSP00000073720', '10090.ENSMUSP00000034983', '10090.ENSMUSP00000071486', '10090.ENSMUSP00000016471']",4.167118550441576e-05,0.0007284485895117187
1492,GO:0051271,Negative regulation of cellular component movement,Biological Process (Gene Ontology),"['10090.ENSMUSP00000119242', '10090.ENSMUSP00000066068', '10090.ENSMUSP00000017841', '10090.ENSMUSP00000025239', '10090.ENSMUSP00000095976', '10090.ENSMUSP00000032344', '10090.ENSMUSP00000035900', '10090.ENSMUSP00000023593', '10090.ENSMUSP00000000542', '10090.ENSMUSP00000032835', '10090.ENSMUSP00000015596', '10090.ENSMUSP00000119827', '10090.ENSMUSP00000133302', '10090.ENSMUSP00000083656', '10090.ENSMUSP00000063714', '10090.ENSMUSP00000035662', '10090.ENSMUSP00000038361', '10090.ENSMUSP00000093969', '10090.ENSMUSP00000032125', '10090.ENSMUSP00000042602', '10090.ENSMUSP00000129169', '10090.ENSMUSP00000046097', '10090.ENSMUSP00000028178', '10090.ENSMUSP00000028955', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000091551', '10090.ENSMUSP00000047353', '10090.ENSMUSP00000021554', '10090.ENSMUSP00000126377', '10090.ENSMUSP00000025257', '10090.ENSMUSP00000033846', '10090.ENSMUSP00000107856', '10090.ENSMUSP00000000049', '10090.ENSMUSP00000108371']",4.114876273388028e-05,0.0007201778387240307
1493,GO:0032370,Positive regulation of lipid transport,Biological Process (Gene Ontology),"['10090.ENSMUSP00000128121', '10090.ENSMUSP00000104533', '10090.ENSMUSP00000024829', '10090.ENSMUSP00000042215', '10090.ENSMUSP00000133302', '10090.ENSMUSP00000034588', '10090.ENSMUSP00000126999', '10090.ENSMUSP00000046585', '10090.ENSMUSP00000003717', '10090.ENSMUSP00000027690', '10090.ENSMUSP00000007005', '10090.ENSMUSP00000030010', '10090.ENSMUSP00000034756', '10090.ENSMUSP00000023593']",3.823680950357457e-05,0.000669698322972027
1494,GO:0005025,"Transforming growth factor beta receptor activity, type i",Molecular Function (Gene Ontology),"['10090.ENSMUSP00000029948', '10090.ENSMUSP00000088453', '10090.ENSMUSP00000035900', '10090.ENSMUSP00000000542']",3.800471270434906e-05,0.0006661159579870317
1495,GO:0016361,"Activin receptor activity, type i",Molecular Function (Gene Ontology),"['10090.ENSMUSP00000028178', '10090.ENSMUSP00000088453', '10090.ENSMUSP00000000544', '10090.ENSMUSP00000000542']",3.800471270434906e-05,0.0006661159579870317
1496,GO:0009115,Xanthine catabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000048929', '10090.ENSMUSP00000049391', '10090.ENSMUSP00000110006', '10090.ENSMUSP00000001027']",3.800471270434906e-05,0.0006661159579870317
1497,GO:0004854,Xanthine dehydrogenase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000048929', '10090.ENSMUSP00000049391', '10090.ENSMUSP00000110006', '10090.ENSMUSP00000001027']",3.800471270434906e-05,0.0006661159579870317
1498,GO:0016726,"Oxidoreductase activity, acting on ch or ch2 groups, nad or nadp as acceptor",Molecular Function (Gene Ontology),"['10090.ENSMUSP00000048929', '10090.ENSMUSP00000049391', '10090.ENSMUSP00000110006', '10090.ENSMUSP00000001027']",3.800471270434906e-05,0.0006661159579870317
1499,GO:0030124,AP-4 adaptor complex,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000021338', '10090.ENSMUSP00000044262', '10090.ENSMUSP00000019662', '10090.ENSMUSP00000002063']",3.800471270434906e-05,0.0006661159579870317
1500,MMU-8964046,VLDL clearance,Reactome Pathways,"['10090.ENSMUSP00000003071', '10090.ENSMUSP00000042028', '10090.ENSMUSP00000036044', '10090.ENSMUSP00000104091']",3.800471270434906e-05,0.0006661159579870317
1501,GO:0099039,Sphingolipid translocation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000030010', '10090.ENSMUSP00000041204', '10090.ENSMUSP00000009058', '10090.ENSMUSP00000097743']",3.800471270434906e-05,0.0006661159579870317
1502,GO:0047086,Ketosteroid monooxygenase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000021630', '10090.ENSMUSP00000021635', '10090.ENSMUSP00000021634', '10090.ENSMUSP00000048830']",3.800471270434906e-05,0.0006661159579870317
1503,GO:0003986,acetyl-CoA hydrolase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000099383', '10090.ENSMUSP00000022120', '10090.ENSMUSP00000026324', '10090.ENSMUSP00000037348']",3.800471270434906e-05,0.0006661159579870317
1504,GO:0009136,Purine nucleoside diphosphate biosynthetic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000068479', '10090.ENSMUSP00000102559', '10090.ENSMUSP00000030583', '10090.ENSMUSP00000025696']",3.800471270434906e-05,0.0006661159579870317
1505,GO:0009180,Purine ribonucleoside diphosphate biosynthetic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000068479', '10090.ENSMUSP00000102559', '10090.ENSMUSP00000030583', '10090.ENSMUSP00000025696']",3.800471270434906e-05,0.0006661159579870317
1506,GO:0051380,Norepinephrine binding,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000062256', '10090.ENSMUSP00000080162', '10090.ENSMUSP00000040847', '10090.ENSMUSP00000036203']",3.800471270434906e-05,0.0006661159579870317
1507,GO:0006501,C-terminal protein lipidation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000032457', '10090.ENSMUSP00000044769', '10090.ENSMUSP00000027512', '10090.ENSMUSP00000038489']",3.800471270434906e-05,0.0006661159579870317
1508,GO:1903276,Regulation of sodium ion export across plasma membrane,Biological Process (Gene Ontology),"['10090.ENSMUSP00000027863', '10090.ENSMUSP00000137931', '10090.ENSMUSP00000034983', '10090.ENSMUSP00000047353']",3.800471270434906e-05,0.0006661159579870317
1509,GO:0033540,Fatty acid beta-oxidation using acyl-coa oxidase,Biological Process (Gene Ontology),"['10090.ENSMUSP00000126464', '10090.ENSMUSP00000028859', '10090.ENSMUSP00000063412', '10090.ENSMUSP00000063325']",3.800471270434906e-05,0.0006661159579870317
1510,GO:0003831,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity",Molecular Function (Gene Ontology),"['10090.ENSMUSP00000030266', '10090.ENSMUSP00000030121', '10090.ENSMUSP00000068532', '10090.ENSMUSP00000106945']",3.800471270434906e-05,0.0006661159579870317
1511,GO:0090131,Mesenchyme migration,Biological Process (Gene Ontology),"['10090.ENSMUSP00000034453', '10090.ENSMUSP00000087736', '10090.ENSMUSP00000074658', '10090.ENSMUSP00000048218']",3.800471270434906e-05,0.0006661159579870317
1512,GO:0035514,DNA demethylase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000124565', '10090.ENSMUSP00000098134', '10090.ENSMUSP00000106871', '10090.ENSMUSP00000056043']",3.800471270434906e-05,0.0006661159579870317
1513,GO:0003726,Double-stranded rna adenosine deaminase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000095964', '10090.ENSMUSP00000095976', '10090.ENSMUSP00000064775', '10090.ENSMUSP00000103028']",3.800471270434906e-05,0.0006661159579870317
1514,GO:0050890,Cognition,Biological Process (Gene Ontology),"['10090.ENSMUSP00000062256', '10090.ENSMUSP00000000137', '10090.ENSMUSP00000020706', '10090.ENSMUSP00000070200', '10090.ENSMUSP00000099534', '10090.ENSMUSP00000034591', '10090.ENSMUSP00000122073', '10090.ENSMUSP00000030266', '10090.ENSMUSP00000083077', '10090.ENSMUSP00000015596', '10090.ENSMUSP00000023758', '10090.ENSMUSP00000023007', '10090.ENSMUSP00000029367', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000058754', '10090.ENSMUSP00000022618', '10090.ENSMUSP00000137439', '10090.ENSMUSP00000133302', '10090.ENSMUSP00000069962', '10090.ENSMUSP00000023268', '10090.ENSMUSP00000022429', '10090.ENSMUSP00000083656', '10090.ENSMUSP00000044604', '10090.ENSMUSP00000042215', '10090.ENSMUSP00000090850', '10090.ENSMUSP00000005406', '10090.ENSMUSP00000140116', '10090.ENSMUSP00000052258', '10090.ENSMUSP00000003345', '10090.ENSMUSP00000057989', '10090.ENSMUSP00000128121', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000099922', '10090.ENSMUSP00000116231', '10090.ENSMUSP00000107913', '10090.ENSMUSP00000040847']",3.7646220879468367e-05,0.0006661159579870317
1515,GO:0048259,Regulation of receptor-mediated endocytosis,Biological Process (Gene Ontology),"['10090.ENSMUSP00000104091', '10090.ENSMUSP00000005406', '10090.ENSMUSP00000046012', '10090.ENSMUSP00000007216', '10090.ENSMUSP00000104208', '10090.ENSMUSP00000099534', '10090.ENSMUSP00000069962', '10090.ENSMUSP00000079905', '10090.ENSMUSP00000093270', '10090.ENSMUSP00000101164', '10090.ENSMUSP00000023268', '10090.ENSMUSP00000056715', '10090.ENSMUSP00000115173', '10090.ENSMUSP00000086948', '10090.ENSMUSP00000095866', '10090.ENSMUSP00000034756', '10090.ENSMUSP00000022921', '10090.ENSMUSP00000127842']",3.73378819990945e-05,0.0006645483121635597
1516,MMU-112040,G-protein mediated events,Reactome Pathways,"['10090.ENSMUSP00000113498', '10090.ENSMUSP00000110563', '10090.ENSMUSP00000020706', '10090.ENSMUSP00000023007', '10090.ENSMUSP00000093939', '10090.ENSMUSP00000130594', '10090.ENSMUSP00000130530', '10090.ENSMUSP00000022013', '10090.ENSMUSP00000122073', '10090.ENSMUSP00000025791']",3.7052825852590046e-05,0.0006599607965048647
1517,GO:0010765,Positive regulation of sodium ion transport,Biological Process (Gene Ontology),"['10090.ENSMUSP00000062256', '10090.ENSMUSP00000027863', '10090.ENSMUSP00000047353', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000106789', '10090.ENSMUSP00000079905', '10090.ENSMUSP00000090089', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000034983', '10090.ENSMUSP00000029490']",3.7052825852590046e-05,0.0006599607965048647
1518,GO:0006687,Glycosphingolipid metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000046118', '10090.ENSMUSP00000129719', '10090.ENSMUSP00000030585', '10090.ENSMUSP00000084823', '10090.ENSMUSP00000104844', '10090.ENSMUSP00000033093', '10090.ENSMUSP00000066515', '10090.ENSMUSP00000106945', '10090.ENSMUSP00000107965', '10090.ENSMUSP00000006914']",3.7052825852590046e-05,0.0006599607965048647
1519,GO:1990573,Potassium ion import across plasma membrane,Biological Process (Gene Ontology),"['10090.ENSMUSP00000033826', '10090.ENSMUSP00000083077', '10090.ENSMUSP00000027863', '10090.ENSMUSP00000047353', '10090.ENSMUSP00000039657', '10090.ENSMUSP00000007340', '10090.ENSMUSP00000099922', '10090.ENSMUSP00000106874', '10090.ENSMUSP00000005692', '10090.ENSMUSP00000034983']",3.7052825852590046e-05,0.0006599607965048647
1520,GO:0060255,Regulation of macromolecule metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000066068', '10090.ENSMUSP00000126108', '10090.ENSMUSP00000028286', '10090.ENSMUSP00000027943', '10090.ENSMUSP00000046235', '10090.ENSMUSP00000038321', '10090.ENSMUSP00000030041', '10090.ENSMUSP00000074658', '10090.ENSMUSP00000012281', '10090.ENSMUSP00000033093', '10090.ENSMUSP00000118312', '10090.ENSMUSP00000019068', '10090.ENSMUSP00000006828', '10090.ENSMUSP00000027863', '10090.ENSMUSP00000070445', '10090.ENSMUSP00000043765', '10090.ENSMUSP00000021277', '10090.ENSMUSP00000033755', '10090.ENSMUSP00000129803', '10090.ENSMUSP00000127128', '10090.ENSMUSP00000127842', '10090.ENSMUSP00000022119', '10090.ENSMUSP00000034754', '10090.ENSMUSP00000031072', '10090.ENSMUSP00000119465', '10090.ENSMUSP00000062256', '10090.ENSMUSP00000021550', '10090.ENSMUSP00000023583', '10090.ENSMUSP00000111463', '10090.ENSMUSP00000025910', '10090.ENSMUSP00000075235', '10090.ENSMUSP00000086592', '10090.ENSMUSP00000099810', '10090.ENSMUSP00000106163', '10090.ENSMUSP00000039801', '10090.ENSMUSP00000139759', '10090.ENSMUSP00000032203', '10090.ENSMUSP00000020500', '10090.ENSMUSP00000082054', '10090.ENSMUSP00000067305', '10090.ENSMUSP00000022458', '10090.ENSMUSP00000050995', '10090.ENSMUSP00000024049', '10090.ENSMUSP00000022196', '10090.ENSMUSP00000069114', '10090.ENSMUSP00000042602', '10090.ENSMUSP00000085986', '10090.ENSMUSP00000022059', '10090.ENSMUSP00000079905', '10090.ENSMUSP00000063272', '10090.ENSMUSP00000057989', '10090.ENSMUSP00000139608', '10090.ENSMUSP00000025257', '10090.ENSMUSP00000036203', '10090.ENSMUSP00000071798', '10090.ENSMUSP00000108371', '10090.ENSMUSP00000000137', '10090.ENSMUSP00000032732', '10090.ENSMUSP00000083840', '10090.ENSMUSP00000020706', '10090.ENSMUSP00000020243', '10090.ENSMUSP00000034723', '10090.ENSMUSP00000049116', '10090.ENSMUSP00000035900', '10090.ENSMUSP00000125211', '10090.ENSMUSP00000074516', '10090.ENSMUSP00000066488', '10090.ENSMUSP00000007216', '10090.ENSMUSP00000050076', '10090.ENSMUSP00000020420', '10090.ENSMUSP00000140116', '10090.ENSMUSP00000016471', '10090.ENSMUSP00000032888', '10090.ENSMUSP00000001155', '10090.ENSMUSP00000105413', '10090.ENSMUSP00000067953', '10090.ENSMUSP00000079124', '10090.ENSMUSP00000103512', '10090.ENSMUSP00000096677', '10090.ENSMUSP00000102624', '10090.ENSMUSP00000043691', '10090.ENSMUSP00000028071', '10090.ENSMUSP00000000326', '10090.ENSMUSP00000000544', '10090.ENSMUSP00000100996', '10090.ENSMUSP00000051331', '10090.ENSMUSP00000101060', '10090.ENSMUSP00000002152', '10090.ENSMUSP00000090121', '10090.ENSMUSP00000042009', '10090.ENSMUSP00000005824', '10090.ENSMUSP00000011055', '10090.ENSMUSP00000103815', '10090.ENSMUSP00000005406', '10090.ENSMUSP00000059705', '10090.ENSMUSP00000052351', '10090.ENSMUSP00000087736', '10090.ENSMUSP00000046012', '10090.ENSMUSP00000027888', '10090.ENSMUSP00000040706', '10090.ENSMUSP00000024932', '10090.ENSMUSP00000034206', '10090.ENSMUSP00000001963', '10090.ENSMUSP00000104503', '10090.ENSMUSP00000084896', '10090.ENSMUSP00000021606', '10090.ENSMUSP00000078336', '10090.ENSMUSP00000035484', '10090.ENSMUSP00000104727', '10090.ENSMUSP00000048180', '10090.ENSMUSP00000033136', '10090.ENSMUSP00000070958', '10090.ENSMUSP00000093969', '10090.ENSMUSP00000029490', '10090.ENSMUSP00000014421', '10090.ENSMUSP00000073974', '10090.ENSMUSP00000025482', '10090.ENSMUSP00000033313', '10090.ENSMUSP00000046097', '10090.ENSMUSP00000052919', '10090.ENSMUSP00000081114', '10090.ENSMUSP00000098405', '10090.ENSMUSP00000026208', '10090.ENSMUSP00000117686', '10090.ENSMUSP00000112137', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000056977', '10090.ENSMUSP00000078042', '10090.ENSMUSP00000107641', '10090.ENSMUSP00000099987', '10090.ENSMUSP00000031474', '10090.ENSMUSP00000109305', '10090.ENSMUSP00000052648', '10090.ENSMUSP00000023007', '10090.ENSMUSP00000130594', '10090.ENSMUSP00000048218', '10090.ENSMUSP00000058840', '10090.ENSMUSP00000138333', '10090.ENSMUSP00000118491', '10090.ENSMUSP00000098066', '10090.ENSMUSP00000051049', '10090.ENSMUSP00000021630', '10090.ENSMUSP00000111175', '10090.ENSMUSP00000034046', '10090.ENSMUSP00000007803', '10090.ENSMUSP00000034228', '10090.ENSMUSP00000048573', '10090.ENSMUSP00000101684', '10090.ENSMUSP00000025239', '10090.ENSMUSP00000035551', '10090.ENSMUSP00000034406', '10090.ENSMUSP00000093962', '10090.ENSMUSP00000033282', '10090.ENSMUSP00000020161', '10090.ENSMUSP00000095498', '10090.ENSMUSP00000083656', '10090.ENSMUSP00000025075', '10090.ENSMUSP00000002457', '10090.ENSMUSP00000099383', '10090.ENSMUSP00000040048', '10090.ENSMUSP00000053638', '10090.ENSMUSP00000093270', '10090.ENSMUSP00000104795', '10090.ENSMUSP00000028955', '10090.ENSMUSP00000024099', '10090.ENSMUSP00000090850', '10090.ENSMUSP00000097714', '10090.ENSMUSP00000046658', '10090.ENSMUSP00000137503', '10090.ENSMUSP00000031750', '10090.ENSMUSP00000101164', '10090.ENSMUSP00000037779', '10090.ENSMUSP00000067708', '10090.ENSMUSP00000027974', '10090.ENSMUSP00000085632', '10090.ENSMUSP00000053147', '10090.ENSMUSP00000103791', '10090.ENSMUSP00000042207', '10090.ENSMUSP00000042875', '10090.ENSMUSP00000024829', '10090.ENSMUSP00000113388', '10090.ENSMUSP00000090089', '10090.ENSMUSP00000035512', '10090.ENSMUSP00000015605', '10090.ENSMUSP00000034453', '10090.ENSMUSP00000041104', '10090.ENSMUSP00000023151', '10090.ENSMUSP00000128121', '10090.ENSMUSP00000028997', '10090.ENSMUSP00000022257', '10090.ENSMUSP00000079379', '10090.ENSMUSP00000036881', '10090.ENSMUSP00000019231', '10090.ENSMUSP00000045335', '10090.ENSMUSP00000077757', '10090.ENSMUSP00000070200', '10090.ENSMUSP00000071872', '10090.ENSMUSP00000041243', '10090.ENSMUSP00000034756', '10090.ENSMUSP00000080162', '10090.ENSMUSP00000041300', '10090.ENSMUSP00000045744', '10090.ENSMUSP00000067057', '10090.ENSMUSP00000027499', '10090.ENSMUSP00000009143', '10090.ENSMUSP00000034980', '10090.ENSMUSP00000031325', '10090.ENSMUSP00000021554', '10090.ENSMUSP00000043918', '10090.ENSMUSP00000031278', '10090.ENSMUSP00000032335', '10090.ENSMUSP00000095976', '10090.ENSMUSP00000095260', '10090.ENSMUSP00000140049', '10090.ENSMUSP00000023593', '10090.ENSMUSP00000000542', '10090.ENSMUSP00000034441', '10090.ENSMUSP00000069962', '10090.ENSMUSP00000072967', '10090.ENSMUSP00000016115', '10090.ENSMUSP00000018572', '10090.ENSMUSP00000032125', '10090.ENSMUSP00000113162', '10090.ENSMUSP00000053703', '10090.ENSMUSP00000026120', '10090.ENSMUSP00000124565', '10090.ENSMUSP00000033765', '10090.ENSMUSP00000031613', '10090.ENSMUSP00000020157', '10090.ENSMUSP00000065544', '10090.ENSMUSP00000039047', '10090.ENSMUSP00000096957', '10090.ENSMUSP00000099990', '10090.ENSMUSP00000021262', '10090.ENSMUSP00000078088', '10090.ENSMUSP00000032194', '10090.ENSMUSP00000032457', '10090.ENSMUSP00000070957', '10090.ENSMUSP00000109398', '10090.ENSMUSP00000034000', '10090.ENSMUSP00000004774', '10090.ENSMUSP00000126999', '10090.ENSMUSP00000015596', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000002084', '10090.ENSMUSP00000004560', '10090.ENSMUSP00000022135', '10090.ENSMUSP00000100038', '10090.ENSMUSP00000020107', '10090.ENSMUSP00000107890', '10090.ENSMUSP00000104456', '10090.ENSMUSP00000017694', '10090.ENSMUSP00000099534', '10090.ENSMUSP00000122354', '10090.ENSMUSP00000106846', '10090.ENSMUSP00000001652', '10090.ENSMUSP00000137439', '10090.ENSMUSP00000105234', '10090.ENSMUSP00000109502', '10090.ENSMUSP00000099642', '10090.ENSMUSP00000029948', '10090.ENSMUSP00000043153', '10090.ENSMUSP00000029842', '10090.ENSMUSP00000113769', '10090.ENSMUSP00000113767', '10090.ENSMUSP00000025250', '10090.ENSMUSP00000043130', '10090.ENSMUSP00000035250', '10090.ENSMUSP00000032130', '10090.ENSMUSP00000045634', '10090.ENSMUSP00000084005', '10090.ENSMUSP00000022618', '10090.ENSMUSP00000113807', '10090.ENSMUSP00000019708', '10090.ENSMUSP00000027502', '10090.ENSMUSP00000030090', '10090.ENSMUSP00000076081', '10090.ENSMUSP00000025830', '10090.ENSMUSP00000098903', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000021142', '10090.ENSMUSP00000072428', '10090.ENSMUSP00000078337', '10090.ENSMUSP00000103028', '10090.ENSMUSP00000033756', '10090.ENSMUSP00000036044', '10090.ENSMUSP00000023769', '10090.ENSMUSP00000029766', '10090.ENSMUSP00000027941', '10090.ENSMUSP00000045888', '10090.ENSMUSP00000064282', '10090.ENSMUSP00000029694', '10090.ENSMUSP00000026265', '10090.ENSMUSP00000022793', '10090.ENSMUSP00000044769', '10090.ENSMUSP00000002091', '10090.ENSMUSP00000064761', '10090.ENSMUSP00000045134', '10090.ENSMUSP00000085695', '10090.ENSMUSP00000009392', '10090.ENSMUSP00000044725', '10090.ENSMUSP00000002699', '10090.ENSMUSP00000000329', '10090.ENSMUSP00000046129', '10090.ENSMUSP00000002473', '10090.ENSMUSP00000029214', '10090.ENSMUSP00000068940', '10090.ENSMUSP00000011400', '10090.ENSMUSP00000137931', '10090.ENSMUSP00000056715', '10090.ENSMUSP00000030581', '10090.ENSMUSP00000119356', '10090.ENSMUSP00000071486', '10090.ENSMUSP00000088453', '10090.ENSMUSP00000104208', '10090.ENSMUSP00000032386', '10090.ENSMUSP00000034588', '10090.ENSMUSP00000018644', '10090.ENSMUSP00000081312', '10090.ENSMUSP00000109203', '10090.ENSMUSP00000025561', '10090.ENSMUSP00000113928', '10090.ENSMUSP00000028341', '10090.ENSMUSP00000018841', '10090.ENSMUSP00000027690', '10090.ENSMUSP00000095866', '10090.ENSMUSP00000073720', '10090.ENSMUSP00000025791', '10090.ENSMUSP00000105970', '10090.ENSMUSP00000119242', '10090.ENSMUSP00000013949', '10090.ENSMUSP00000028836', '10090.ENSMUSP00000119827', '10090.ENSMUSP00000133302', '10090.ENSMUSP00000046152', '10090.ENSMUSP00000023268', '10090.ENSMUSP00000022429', '10090.ENSMUSP00000127995', '10090.ENSMUSP00000040524', '10090.ENSMUSP00000035829', '10090.ENSMUSP00000041503', '10090.ENSMUSP00000066633', '10090.ENSMUSP00000097885', '10090.ENSMUSP00000028178', '10090.ENSMUSP00000084701', '10090.ENSMUSP00000022921', '10090.ENSMUSP00000082154', '10090.ENSMUSP00000083393', '10090.ENSMUSP00000030125', '10090.ENSMUSP00000022040', '10090.ENSMUSP00000140251', '10090.ENSMUSP00000108205', '10090.ENSMUSP00000026795']",3.656631254478852e-05,0.0006532208235088976
1521,GO:0043536,Positive regulation of blood vessel endothelial cell migration,Biological Process (Gene Ontology),"['10090.ENSMUSP00000108455', '10090.ENSMUSP00000026495', '10090.ENSMUSP00000025561', '10090.ENSMUSP00000075167', '10090.ENSMUSP00000013220', '10090.ENSMUSP00000106789', '10090.ENSMUSP00000067953', '10090.ENSMUSP00000028955', '10090.ENSMUSP00000001780', '10090.ENSMUSP00000026459', '10090.ENSMUSP00000022921', '10090.ENSMUSP00000000329']",3.654043287761886e-05,0.0006532208235088976
1522,GO:0044728,DNA methylation or demethylation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000042602', '10090.ENSMUSP00000098134', '10090.ENSMUSP00000106871', '10090.ENSMUSP00000040524', '10090.ENSMUSP00000124565', '10090.ENSMUSP00000129803', '10090.ENSMUSP00000056043', '10090.ENSMUSP00000028071', '10090.ENSMUSP00000135027', '10090.ENSMUSP00000047402', '10090.ENSMUSP00000032335', '10090.ENSMUSP00000108205']",3.654043287761886e-05,0.0006532208235088976
